TIME,V(GND),V(Y),V(NET1),V(VDD)
8.66928857e-08,-7.49209107e+00,-5.74931038e+00,-6.93928531e+00,-5.69209107e+00
8.67199439e-08,-7.01625453e+00,-5.24957043e+00,-6.51215353e+00,-5.21625453e+00
8.67470021e-08,-6.52953362e+00,-4.75305757e+00,-6.07413738e+00,-4.72953362e+00
8.68011185e-08,-5.53913958e+00,-3.75623888e+00,-5.18115288e+00,-3.73913958e+00
8.68552349e-08,-4.54391599e+00,-2.75920166e+00,-4.28333882e+00,-2.74391599e+00
8.69093513e-08,-3.54702121e+00,-1.76079105e+00,-3.38385358e+00,-1.74702121e+00
8.70000000e-08,-1.87500817e+00,-8.72919896e-02,-1.87500817e+00,-7.50081672e-02
8.70108233e-08,-1.87673835e+00,-8.28902876e-02,-1.87673835e+00,-7.67383503e-02
8.70204281e-08,-1.87531752e+00,-7.85862582e-02,-1.87531752e+00,-7.53175217e-02
8.70290725e-08,-1.87419967e+00,-7.60220262e-02,-1.87419967e+00,-7.41996669e-02
8.70377168e-08,-1.87234335e+00,-7.31304959e-02,-1.87234335e+00,-7.23433473e-02
8.70463611e-08,-1.86962111e+00,-6.99610862e-02,-1.86962111e+00,-6.96211089e-02
8.70636498e-08,-1.86296885e+00,-6.30080103e-02,-1.86296885e+00,-6.29688495e-02
8.70982272e-08,-1.84758647e+00,-4.75767262e-02,-1.84758647e+00,-4.75864695e-02
8.71673820e-08,-1.81342142e+00,-1.34270711e-02,-1.81342142e+00,-1.34214204e-02
8.72365367e-08,-1.77751777e+00,2.24853136e-02,-1.77751777e+00,2.24822299e-02
8.73748462e-08,-1.70219840e+00,9.77991489e-02,-1.70219840e+00,9.78016023e-02
8.76514652e-08,-1.54455397e+00,2.55448090e-01,-1.54455397e+00,2.55446031e-01
8.82047033e-08,-1.21513849e+00,5.84859536e-01,-1.21513849e+00,5.84861512e-01
8.92047033e-08,-5.96658828e-01,1.20334303e+00,-5.96658828e-01,1.20334117e+00
9.02047033e-08,3.33597415e-02,1.83335791e+00,3.33597415e-02,1.83335974e+00
9.10000000e-08,5.38052856e-01,2.33805455e+00,5.38052856e-01,2.33805286e+00
9.10062500e-08,5.33753477e-01,2.33895117e+00,5.45003477e-01,2.33375348e+00
9.10187500e-08,5.26696552e-01,2.33611837e+00,5.60446552e-01,2.32669655e+00
9.10300000e-08,5.20389480e-01,2.33151676e+00,5.74389480e-01,2.32038948e+00
9.10367554e-08,5.16623977e-01,2.32836223e+00,5.82783731e-01,2.31662398e+00
9.10502663e-08,5.08956089e-01,2.32146618e+00,5.99435353e-01,2.30895609e+00
9.10772879e-08,4.93290185e-01,2.30631118e+00,6.32408467e-01,2.29329019e+00
9.11313313e-08,4.60183270e-01,2.27422035e+00,6.96579588e-01,2.26018327e+00
9.11853746e-08,4.26152365e-01,2.24158282e+00,7.59826719e-01,2.22615237e+00
9.12934613e-08,3.60497776e-01,2.17425149e+00,8.88728203e-01,2.16049778e+00
9.13278487e-08,3.39761169e-01,2.14023436e+00,9.29888889e-01,2.13976117e+00
9.13355859e-08,3.36512574e-01,2.13296334e+00,9.40567185e-01,2.13651257e+00
9.13433231e-08,3.34206453e-01,2.12569876e+00,9.52187954e-01,2.13420645e+00
9.13587974e-08,3.34585198e-01,2.10950064e+00,9.80420481e-01,2.13458520e+00
9.13742717e-08,3.37113379e-01,2.08524276e+00,1.01080244e+00,2.13711338e+00
9.13897460e-08,3.40401123e-01,2.04899414e+00,1.04194397e+00,2.14040112e+00
9.14052203e-08,3.46528736e-01,1.99897903e+00,1.07592537e+00,2.14652874e+00
9.14206947e-08,3.50768997e-01,1.92250089e+00,1.10801941e+00,2.15076900e+00
9.14242809e-08,3.52630793e-01,1.89970339e+00,1.11633634e+00,2.15263079e+00
9.14278671e-08,3.55255282e-01,1.87481502e+00,1.12541597e+00,2.15525528e+00
9.14350394e-08,3.61954041e-01,1.81366046e+00,1.14502501e+00,2.16195404e+00
9.14422118e-08,3.76444825e-01,1.74039930e+00,1.17242607e+00,2.17644483e+00
9.14493842e-08,3.83359280e-01,1.64363125e+00,1.19225081e+00,2.18335928e+00
9.14552164e-08,3.84616949e-01,1.55059157e+00,1.20400641e+00,2.18461695e+00
9.14610486e-08,3.90349854e-01,1.45264300e+00,1.22023725e+00,2.19034985e+00
9.14668807e-08,3.99324535e-01,1.34873362e+00,1.23970986e+00,2.19932453e+00
9.14727129e-08,4.05929798e-01,1.23438679e+00,1.25681305e+00,2.20592980e+00
9.14785451e-08,4.13233612e-01,1.11447009e+00,1.27461480e+00,2.21323361e+00
9.14843773e-08,4.20822929e-01,9.91102535e-01,1.29270205e+00,2.22082293e+00
9.14899249e-08,4.28056274e-01,8.73836685e-01,1.30992106e+00,2.22805627e+00
9.14914217e-08,4.30207972e-01,8.42963097e-01,1.31476707e+00,2.23020797e+00
9.14944154e-08,4.34376061e-01,7.82670499e-01,1.32432379e+00,2.23437606e+00
9.15004028e-08,4.32762550e-01,6.67718790e-01,1.33348754e+00,2.23276255e+00
9.15055088e-08,4.18865524e-01,5.85065443e-01,1.32878134e+00,2.21886552e+00
9.15101042e-08,3.86569094e-01,5.14414762e-01,1.30475666e+00,2.18656909e+00
9.15139225e-08,3.50543447e-01,4.58980696e-01,1.27560386e+00,2.15054345e+00
9.15177407e-08,3.09336099e-01,4.05195229e-01,1.24126937e+00,2.10933610e+00
9.15253772e-08,2.14727181e-01,2.95199135e-01,1.16040616e+00,2.01472718e+00
9.15330137e-08,1.13489330e-01,1.84511368e-01,1.07291402e+00,1.91348933e+00
9.15410398e-08,5.70963272e-03,6.91292415e-02,9.79581216e-01,1.80570963e+00
9.15490658e-08,-9.93983365e-02,-4.27593638e-02,8.88920136e-01,1.70060166e+00
9.15570919e-08,-2.03162410e-01,-1.52145655e-01,7.99602952e-01,1.59683759e+00
9.15731440e-08,-4.07358587e-01,-3.65546392e-01,6.24300553e-01,1.39264141e+00
9.15891961e-08,-6.11162704e-01,-5.76527742e-01,4.49390214e-01,1.18883730e+00
9.16052482e-08,-8.15009768e-01,-7.86137811e-01,2.74436929e-01,9.84990232e-01
9.16373524e-08,-1.22254549e+00,-1.20226986e+00,-7.53112347e-02,5.77454512e-01
9.17015608e-08,-2.03698449e+00,-2.02696274e+00,-7.74175120e-01,-2.36984486e-01
9.17657692e-08,-2.85167874e+00,-2.84701513e+00,-1.47329426e+00,-1.05167874e+00
9.18476176e-08,-3.88998385e+00,-3.88812171e+00,-2.36427220e+00,-2.08998385e+00
9.19294660e-08,-4.92809243e+00,-4.92729774e+00,-3.25505361e+00,-3.12809243e+00
9.20000000e-08,-5.82218213e+00,-5.82121517e+00,-4.02218213e+00,-4.02218213e+00
9.20163697e-08,-5.82228122e+00,-5.82222086e+00,-4.02228122e+00,-4.02228122e+00
9.20491091e-08,-5.82438443e+00,-5.82438049e+00,-4.02438443e+00,-4.02438443e+00
9.20818484e-08,-5.82740364e+00,-5.82740314e+00,-4.02740364e+00,-4.02740364e+00
9.21473272e-08,-5.83505519e+00,-5.83505159e+00,-4.03505519e+00,-4.03505519e+00
9.22782847e-08,-5.85355194e+00,-5.85355129e+00,-4.05355194e+00,-4.05355194e+00
9.25401996e-08,-5.89692228e+00,-5.89691874e+00,-4.09692228e+00,-4.09692228e+00
9.30640296e-08,-5.99642011e+00,-5.99641943e+00,-4.19642011e+00,-4.19642011e+00
9.40640296e-08,-6.20960890e+00,-6.20960538e+00,-4.40960890e+00,-4.40960890e+00
9.50640296e-08,-6.43442304e+00,-6.43442235e+00,-4.63442304e+00,-4.63442304e+00
9.60000000e-08,-6.64986741e+00,-6.64986390e+00,-4.84986741e+00,-4.84986741e+00
9.60384166e-08,-6.64983691e+00,-6.65066655e+00,-4.91898681e+00,-4.84983691e+00
9.60704007e-08,-6.65006819e+00,-6.65092983e+00,-4.97678940e+00,-4.85006819e+00
9.61343688e-08,-6.65184423e+00,-6.65258804e+00,-5.09370806e+00,-4.85184423e+00
9.62623050e-08,-6.65748082e+00,-6.65497545e+00,-5.32962989e+00,-4.85748082e+00
9.64102861e-08,-6.66355167e+00,-6.63846124e+00,-5.60206660e+00,-4.86355167e+00
9.64435818e-08,-6.67633703e+00,-6.63841393e+00,-5.67478428e+00,-4.87633703e+00
9.64768775e-08,-6.69548112e+00,-6.63634297e+00,-5.75386069e+00,-4.89548112e+00
9.64851761e-08,-6.70163139e+00,-6.63445099e+00,-5.77494839e+00,-4.90163139e+00
9.65017733e-08,-6.71487532e+00,-6.62744824e+00,-5.81806717e+00,-4.91487532e+00
9.65349675e-08,-6.77170928e+00,-6.58980733e+00,-5.93465085e+00,-4.97170928e+00
9.65389702e-08,-6.78337880e+00,-6.57917710e+00,-5.95352509e+00,-4.98337880e+00
9.65429728e-08,-6.79718373e+00,-6.56719267e+00,-5.97453475e+00,-4.99718373e+00
9.65467625e-08,-6.81141712e+00,-6.54991964e+00,-5.99558969e+00,-5.01141712e+00
9.65505523e-08,-6.82529099e+00,-6.52908613e+00,-6.01628510e+00,-5.02529099e+00
9.65581318e-08,-6.83632482e+00,-6.45505966e+00,-6.04096202e+00,-5.03632482e+00
9.65649533e-08,-6.84681809e+00,-6.37205245e+00,-6.06373408e+00,-5.04681809e+00
9.65717749e-08,-6.89814060e+00,-6.31526047e+00,-6.12733537e+00,-5.09814060e+00
9.65773928e-08,-6.95321365e+00,-6.27154089e+00,-6.19252070e+00,-5.15321365e+00
9.65886287e-08,-7.09031876e+00,-6.19061879e+00,-6.34985038e+00,-5.29031876e+00
9.66111004e-08,-7.39296663e+00,-6.06131089e+00,-6.69294740e+00,-5.59296663e+00
9.66137309e-08,-7.42183104e+00,-6.04961526e+00,-6.72654659e+00,-5.62183104e+00
9.66163613e-08,-7.44744348e+00,-6.03888746e+00,-6.75689382e+00,-5.64744348e+00
9.66216222e-08,-7.49144162e+00,-6.02441677e+00,-6.81036152e+00,-5.69144162e+00
9.66268830e-08,-7.52959912e+00,-6.01778351e+00,-6.85798859e+00,-5.72959912e+00
9.66374048e-08,-7.59641441e+00,-6.01743399e+00,-6.94374299e+00,-5.79641441e+00
9.66479265e-08,-7.65189881e+00,-6.02292494e+00,-7.01816653e+00,-5.85189881e+00
9.66584482e-08,-7.70284643e+00,-6.03508553e+00,-7.08805327e+00,-5.90284643e+00
9.66794917e-08,-7.79574686e+00,-6.07459271e+00,-7.21883195e+00,-5.99574686e+00
9.66846354e-08,-7.81914328e+00,-6.08942408e+00,-7.25148698e+00,-6.01914328e+00
9.66949227e-08,-7.86779258e+00,-6.12325942e+00,-7.31865350e+00,-6.06779258e+00
9.67052101e-08,-7.91451734e+00,-6.15908490e+00,-7.38389547e+00,-6.11451734e+00
9.67257848e-08,-8.00407753e+00,-6.23486944e+00,-7.51049010e+00,-6.20407753e+00
9.67669341e-08,-8.17362159e+00,-6.39344587e+00,-7.75410303e+00,-6.37362159e+00
9.68492329e-08,-8.50219599e+00,-6.71748167e+00,-8.23081516e+00,-6.70219599e+00
9.69315316e-08,-8.82609052e+00,-7.03946931e+00,-8.70284744e+00,-7.02609052e+00
9.70000000e-08,-9.09387865e+00,-7.30614240e+00,-9.09387865e+00,-7.29387865e+00
9.70164597e-08,-9.09265087e+00,-7.29752602e+00,-9.09265087e+00,-7.29265087e+00
9.70329195e-08,-9.08987703e+00,-7.29181801e+00,-9.08987703e+00,-7.28987703e+00
9.70493792e-08,-9.08517655e+00,-7.28544721e+00,-9.08517655e+00,-7.28517655e+00
9.70822987e-08,-9.07147979e+00,-7.27141904e+00,-9.07147979e+00,-7.27147979e+00
9.71481377e-08,-9.02696607e+00,-7.22700017e+00,-9.02696607e+00,-7.22696607e+00
9.72139767e-08,-8.97398861e+00,-7.17397141e+00,-8.97398861e+00,-7.17398861e+00
9.73456547e-08,-8.85090552e+00,-7.05091885e+00,-8.85090552e+00,-7.05090552e+00
9.76090107e-08,-8.56976270e+00,-6.76975140e+00,-8.56976270e+00,-6.76976270e+00
9.81357227e-08,-7.93742861e+00,-6.13743925e+00,-7.93742861e+00,-6.13742861e+00
9.91357227e-08,-6.61055201e+00,-4.81054185e+00,-6.61055201e+00,-4.81055201e+00
1.00135723e-07,-5.22049966e+00,-3.42050952e+00,-5.22049966e+00,-3.42049966e+00
1.01000000e-07,-3.99555394e+00,-2.19554461e+00,-3.99555394e+00,-2.19555394e+00
1.01028737e-07,-3.99513330e+00,-2.18556833e+00,-3.94340727e+00,-2.19513330e+00
1.01035809e-07,-3.99484064e+00,-2.18394995e+00,-3.93038453e+00,-2.19484064e+00
1.01045806e-07,-3.99123730e+00,-2.17940950e+00,-3.90878599e+00,-2.19123730e+00
1.01055804e-07,-3.98646067e+00,-2.17398011e+00,-3.88601416e+00,-2.18646067e+00
1.01075798e-07,-3.97463410e+00,-2.16164260e+00,-3.83819719e+00,-2.17463410e+00
1.01115788e-07,-3.94718223e+00,-2.13347185e+00,-3.73876452e+00,-2.14718223e+00
1.01195766e-07,-3.88429216e+00,-2.06858657e+00,-3.53191286e+00,-2.08429216e+00
1.01289898e-07,-3.80867868e+00,-1.99493519e+00,-3.28686289e+00,-2.00867868e+00
1.01324241e-07,-3.76898409e+00,-1.96633916e+00,-3.18534985e+00,-1.96898409e+00
1.01331893e-07,-3.75984189e+00,-1.96122761e+00,-3.16243451e+00,-1.95984189e+00
1.01347196e-07,-3.74120098e+00,-1.95277391e+00,-3.11624733e+00,-1.94120098e+00
1.01377803e-07,-3.69178843e+00,-1.95187539e+00,-3.01174222e+00,-1.89178843e+00
1.01405350e-07,-3.63862735e+00,-1.98707466e+00,-2.90899785e+00,-1.83862735e+00
1.01412675e-07,-3.61671064e+00,-2.00090359e+00,-2.87389522e+00,-1.81671064e+00
1.01420001e-07,-3.59163040e+00,-2.01695182e+00,-2.83562905e+00,-1.79163040e+00
1.01434652e-07,-3.52946132e+00,-2.07362238e+00,-2.74708813e+00,-1.72946132e+00
1.01435990e-07,-3.52033232e+00,-2.07923156e+00,-2.73554952e+00,-1.72033232e+00
1.01437329e-07,-3.50569629e+00,-2.08000907e+00,-2.71850389e+00,-1.70569629e+00
1.01438668e-07,-3.49360575e+00,-2.08401100e+00,-2.70400374e+00,-1.69360575e+00
1.01440006e-07,-3.48218046e+00,-2.08932215e+00,-2.69016885e+00,-1.68218046e+00
1.01442684e-07,-3.46235733e+00,-2.10472616e+00,-2.66552652e+00,-1.66235733e+00
1.01445361e-07,-3.44784043e+00,-2.12753535e+00,-2.64619041e+00,-1.64784043e+00
1.01448038e-07,-3.43567689e+00,-2.15462462e+00,-2.62920766e+00,-1.63567689e+00
1.01453393e-07,-3.41681280e+00,-2.22008217e+00,-2.60070516e+00,-1.61681280e+00
1.01458748e-07,-3.39953374e+00,-2.29496136e+00,-2.57378769e+00,-1.59953374e+00
1.01464102e-07,-3.37275690e+00,-2.36827477e+00,-2.53737243e+00,-1.57275690e+00
1.01469457e-07,-3.33814561e+00,-2.44110515e+00,-2.49312272e+00,-1.53814561e+00
1.01474812e-07,-3.29896478e+00,-2.51557033e+00,-2.44430348e+00,-1.49896478e+00
1.01485521e-07,-3.21134765e+00,-2.66604008e+00,-2.33740952e+00,-1.41134765e+00
1.01490876e-07,-3.16796707e+00,-2.74226815e+00,-2.28439053e+00,-1.36796707e+00
1.01492247e-07,-3.15747365e+00,-2.76180265e+00,-2.27142988e+00,-1.35747365e+00
1.01494988e-07,-3.13661149e+00,-2.79945571e+00,-2.24563326e+00,-1.33661149e+00
1.01497729e-07,-3.11709435e+00,-2.83473680e+00,-2.22118167e+00,-1.31709435e+00
1.01500471e-07,-3.09050798e+00,-2.85695695e+00,-2.18966084e+00,-1.29050798e+00
1.01503212e-07,-3.05436387e+00,-2.86147281e+00,-2.14858227e+00,-1.25436387e+00
1.01505953e-07,-3.01447660e+00,-2.85341992e+00,-2.10376054e+00,-1.21447660e+00
1.01506755e-07,-3.00377909e+00,-2.85018647e+00,-2.09162058e+00,-1.20377909e+00
1.01507556e-07,-2.99299631e+00,-2.84647855e+00,-2.07939533e+00,-1.19299631e+00
1.01509159e-07,-2.97064719e+00,-2.83647561e+00,-2.05416129e+00,-1.17064719e+00
1.01510762e-07,-2.94840342e+00,-2.82446314e+00,-2.02903260e+00,-1.14840342e+00
1.01513967e-07,-2.90428451e+00,-2.79592893e+00,-1.97914384e+00,-1.10428451e+00
1.01520378e-07,-2.81406896e+00,-2.72477205e+00,-1.87738860e+00,-1.01406896e+00
1.01526789e-07,-2.72057181e+00,-2.64200822e+00,-1.77235176e+00,-9.20571807e-01
1.01533200e-07,-2.62561284e+00,-2.55475802e+00,-1.66585310e+00,-8.25612839e-01
1.01546022e-07,-2.43247653e+00,-2.37350022e+00,-1.44963741e+00,-6.32476530e-01
1.01558844e-07,-2.23797647e+00,-2.18808872e+00,-1.23205798e+00,-4.37976475e-01
1.01584487e-07,-1.84636363e+00,-1.80981832e+00,-7.94286381e-01,-4.63636319e-02
1.01635775e-07,-1.05799689e+00,-1.03738084e+00,8.63978783e-02,7.42003112e-01
1.01738350e-07,5.29538332e-01,5.36100032e-01,1.85856813e+00,2.32953833e+00
1.01840925e-07,2.12242250e+00,2.12419151e+00,3.63608733e+00,3.92242250e+00
1.02000000e-07,4.60030211e+00,4.60111193e+00,6.40030211e+00,6.40030211e+00
1.02020515e-07,4.60109356e+00,4.60113502e+00,6.40109356e+00,6.40109356e+00
1.02061545e-07,4.60273707e+00,4.60274017e+00,6.40273707e+00,6.40273707e+00
1.02102575e-07,4.60502426e+00,4.60502546e+00,6.40502426e+00,6.40502426e+00
1.02184635e-07,4.61065910e+00,4.61066205e+00,6.41065910e+00,6.41065910e+00
1.02348755e-07,4.62405070e+00,4.62405197e+00,6.42405070e+00,6.42405070e+00
1.02676995e-07,4.65508316e+00,4.65508609e+00,6.45508316e+00,6.45508316e+00
1.03333475e-07,4.72564865e+00,4.72564994e+00,6.52564865e+00,6.52564865e+00
1.04333475e-07,4.84299670e+00,4.84299962e+00,6.64299670e+00,6.64299670e+00
1.05333475e-07,4.96527124e+00,4.96527253e+00,6.76527124e+00,6.76527124e+00
1.06000000e-07,5.04786322e+00,5.04786613e+00,6.84786322e+00,6.84786322e+00
1.06039094e-07,5.04820644e+00,5.04737610e+00,6.77783779e+00,6.84820644e+00
1.06071702e-07,5.04778747e+00,5.04692599e+00,6.71872334e+00,6.84778747e+00
1.06136919e-07,5.04828821e+00,5.04755902e+00,6.60183312e+00,6.84828821e+00
1.06202137e-07,5.04898498e+00,5.04913994e+00,6.48513894e+00,6.84898498e+00
1.06332571e-07,5.05947275e+00,5.06797934e+00,6.26084479e+00,6.85947275e+00
1.06463005e-07,5.05965494e+00,5.10901805e+00,6.02624506e+00,6.85965494e+00
1.06495614e-07,5.05274264e+00,5.13312185e+00,5.96063728e+00,6.85274264e+00
1.06528223e-07,4.99891032e+00,5.14809392e+00,5.84810948e+00,6.79891032e+00
1.06532690e-07,4.98727695e+00,5.15484183e+00,5.82843433e+00,6.78727695e+00
1.06537158e-07,4.98496386e+00,5.17415171e+00,5.81807946e+00,6.78496386e+00
1.06541626e-07,4.98976706e+00,5.20628137e+00,5.81484087e+00,6.78976706e+00
1.06546093e-07,4.99751848e+00,5.24801477e+00,5.81455050e+00,6.79751848e+00
1.06555029e-07,5.00973799e+00,5.34965136e+00,5.81068646e+00,6.80973799e+00
1.06563964e-07,5.01665368e+00,5.47369512e+00,5.80151858e+00,6.81665368e+00
1.06567172e-07,5.01628184e+00,5.52312067e+00,5.79537263e+00,6.81628184e+00
1.06570380e-07,5.01636076e+00,5.57462569e+00,5.78967744e+00,6.81636076e+00
1.06576795e-07,5.01982577e+00,5.68940241e+00,5.78159424e+00,6.81982577e+00
1.06583211e-07,5.02150002e+00,5.81231768e+00,5.77172027e+00,6.82150002e+00
1.06589627e-07,5.02013836e+00,5.93993364e+00,5.75881039e+00,6.82013836e+00
1.06602458e-07,5.01361262e+00,6.19669462e+00,5.72918822e+00,6.81361262e+00
1.06615289e-07,5.00553337e+00,6.40687633e+00,5.69801254e+00,6.80553337e+00
1.06617143e-07,5.00711434e+00,6.43116924e+00,5.69625775e+00,6.80711434e+00
1.06618996e-07,5.00940047e+00,6.45420233e+00,5.69520813e+00,6.80940047e+00
1.06622702e-07,5.01624313e+00,6.49693379e+00,5.69537929e+00,6.81624313e+00
1.06630115e-07,5.03623467e+00,6.57333018e+00,5.70202780e+00,6.83623467e+00
1.06644941e-07,5.09063755e+00,6.70766325e+00,5.72974464e+00,6.89063755e+00
1.06674592e-07,5.22816432e+00,6.93975950e+00,5.81389935e+00,7.02816432e+00
1.06733894e-07,5.56503117e+00,7.34125659e+00,6.04402205e+00,7.36503117e+00
1.06793196e-07,5.93454707e+00,7.71641300e+00,6.30679380e+00,7.73454707e+00
1.06830044e-07,6.16391606e+00,7.94758380e+00,6.46983712e+00,7.96391606e+00
1.06903739e-07,6.62068929e+00,8.40689168e+00,6.79395903e+00,8.42068929e+00
1.07000000e-07,7.21595417e+00,9.00362086e+00,7.21595417e+00,9.01595417e+00
1.07014739e-07,7.21519756e+00,9.00996525e+00,7.21519756e+00,9.01519756e+00
1.07029478e-07,7.21674105e+00,9.01451801e+00,7.21674105e+00,9.01674105e+00
1.07044217e-07,7.21875325e+00,9.01832395e+00,7.21875325e+00,9.01875325e+00
1.07073695e-07,7.22404292e+00,9.02411447e+00,7.22404292e+00,9.02404292e+00
1.07132651e-07,7.23503480e+00,9.03499733e+00,7.23503480e+00,9.03503480e+00
1.07250564e-07,7.25021644e+00,9.05024315e+00,7.25021644e+00,9.05021644e+00
1.07368476e-07,7.26224298e+00,9.06222288e+00,7.26224298e+00,9.06224298e+00
1.07604301e-07,7.27987815e+00,9.07989487e+00,7.27987815e+00,9.07987815e+00
1.08075950e-07,7.30244706e+00,9.10243148e+00,7.30244706e+00,9.10244706e+00
1.09019248e-07,7.32191534e+00,9.12193022e+00,7.32191534e+00,9.12191534e+00
1.10019248e-07,7.32817382e+00,9.12815940e+00,7.32817382e+00,9.12817382e+00
1.11000000e-07,7.32768126e+00,9.12769502e+00,7.32768126e+00,9.12768126e+00
1.11038430e-07,7.30465764e+00,9.11489239e+00,7.37383109e+00,9.10465764e+00
1.11071462e-07,7.28985959e+00,9.10229030e+00,7.41849180e+00,9.08985959e+00
1.11104495e-07,7.27617726e+00,9.08981325e+00,7.46426823e+00,9.07617726e+00
1.11170560e-07,7.25044442e+00,9.06536867e+00,7.55745291e+00,9.05044442e+00
1.11302691e-07,7.20417915e+00,9.01562602e+00,7.74902268e+00,9.00417915e+00
1.11319207e-07,7.19933787e+00,9.00558183e+00,7.77391079e+00,8.99933787e+00
1.11352240e-07,7.19438254e+00,8.97725009e+00,7.82841422e+00,8.99438254e+00
1.11368756e-07,7.19443952e+00,8.95014599e+00,7.85820057e+00,8.99443952e+00
1.11385272e-07,7.19622770e+00,8.91629290e+00,7.88971813e+00,8.99622770e+00
1.11404200e-07,7.20071122e+00,8.85050987e+00,7.92827059e+00,9.00071122e+00
1.11414179e-07,7.21073324e+00,8.81261940e+00,7.95625579e+00,9.01073324e+00
1.11424159e-07,7.22458144e+00,8.76703217e+00,7.98806717e+00,9.02458144e+00
1.11434825e-07,7.25239113e+00,8.70074975e+00,8.03507537e+00,9.05239113e+00
1.11444119e-07,7.29774645e+00,8.62876158e+00,8.09716075e+00,9.09774645e+00
1.11446229e-07,7.31000616e+00,8.61115819e+00,8.11321920e+00,9.11000616e+00
1.11450450e-07,7.33945840e+00,8.57778846e+00,8.15026893e+00,9.13945840e+00
1.11458892e-07,7.40363168e+00,8.50120311e+00,8.22963718e+00,9.20363168e+00
1.11467334e-07,7.43729908e+00,8.37448541e+00,8.27849955e+00,9.23729908e+00
1.11474931e-07,7.46244215e+00,8.24081551e+00,8.31731809e+00,9.26244215e+00
1.11482529e-07,7.48839958e+00,8.09877781e+00,8.35695099e+00,9.28839958e+00
1.11497724e-07,7.53648369e+00,7.82326910e+00,8.43238604e+00,9.33648369e+00
1.11499843e-07,7.54444692e+00,7.79306998e+00,8.44416367e+00,9.34444692e+00
1.11504081e-07,7.56293451e+00,7.74780560e+00,8.47028008e+00,9.36293451e+00
1.11512557e-07,7.57833637e+00,7.69257909e+00,8.50093954e+00,9.37833637e+00
1.11517643e-07,7.57786225e+00,7.67609111e+00,8.50961957e+00,9.37786225e+00
1.11522729e-07,7.58048202e+00,7.66746839e+00,8.52139349e+00,9.38048202e+00
1.11527814e-07,7.58328122e+00,7.66111848e+00,8.53334684e+00,9.38328122e+00
1.11537986e-07,7.58756896e+00,7.65348027e+00,8.55594288e+00,9.38756896e+00
1.11558328e-07,7.59806655e+00,7.64826599e+00,8.60305706e+00,9.39806655e+00
1.11578671e-07,7.60968325e+00,7.64882960e+00,8.65129034e+00,9.40968325e+00
1.11619356e-07,7.63735249e+00,7.66201596e+00,8.75219277e+00,9.43735249e+00
1.11700726e-07,7.70209221e+00,7.71221681e+00,8.96339886e+00,9.50209221e+00
1.11863466e-07,7.85476274e+00,7.85614548e+00,9.40900212e+00,9.65476274e+00
1.12000000e-07,7.99164639e+00,7.99248872e+00,9.79164639e+00,9.79164639e+00
1.12016274e-07,7.98981881e+00,7.98987188e+00,9.78981881e+00,9.78981881e+00
1.12048822e-07,7.98935521e+00,7.98935893e+00,9.78935521e+00,9.78935521e+00
1.12081370e-07,7.99056313e+00,7.99056382e+00,9.79056313e+00,9.79056313e+00
1.12146466e-07,7.99637635e+00,7.99637978e+00,9.79637635e+00,9.79637635e+00
1.12276659e-07,8.01483228e+00,8.01483311e+00,9.81483228e+00,9.81483228e+00
1.12537043e-07,8.06537774e+00,8.06538111e+00,9.86537774e+00,9.86537774e+00
1.13057813e-07,8.19372907e+00,8.19372991e+00,9.99372907e+00,9.99372907e+00
1.14057813e-07,8.49031254e+00,8.49031589e+00,1.02903125e+01,1.02903125e+01
1.15057813e-07,8.81196806e+00,8.81196892e+00,1.06119681e+01,1.06119681e+01
1.16000000e-07,9.12614863e+00,9.12615197e+00,1.09261486e+01,1.09261486e+01
1.16049165e-07,9.12707571e+00,9.12623706e+00,1.08385796e+01,1.09270757e+01
1.16091931e-07,9.12784505e+00,9.12699720e+00,1.07623701e+01,1.09278450e+01
1.16177463e-07,9.12905788e+00,9.12874452e+00,1.06096253e+01,1.09290579e+01
1.16348527e-07,9.12952469e+00,9.14024535e+00,1.03021769e+01,1.09295247e+01
1.16433843e-07,9.11548974e+00,9.14911267e+00,1.01345727e+01,1.09154897e+01
1.16519159e-07,9.08594128e+00,9.20990554e+00,9.95145493e+00,1.08859413e+01
1.16525513e-07,9.07355580e+00,9.21505048e+00,9.92763233e+00,1.08735558e+01
1.16538221e-07,9.02683692e+00,9.22224825e+00,9.85803923e+00,1.08268369e+01
1.16541051e-07,9.01101388e+00,9.22472150e+00,9.83712138e+00,1.08110139e+01
1.16543882e-07,8.96977011e+00,9.20351663e+00,9.79078282e+00,1.07697701e+01
1.16546712e-07,8.91496423e+00,9.17157048e+00,9.73088213e+00,1.07149642e+01
1.16552373e-07,8.77794034e+00,9.08897995e+00,9.58366863e+00,1.05779403e+01
1.16563695e-07,8.43791918e+00,8.89143583e+00,9.22326826e+00,1.02379192e+01
1.16575017e-07,8.07282878e+00,8.70923153e+00,8.83779864e+00,9.87282878e+00
1.16586339e-07,7.68919731e+00,8.54066081e+00,8.43378796e+00,9.48919731e+00
1.16597660e-07,7.29748506e+00,8.38235823e+00,8.02169649e+00,9.09748506e+00
1.16600444e-07,7.20108307e+00,8.34369341e+00,7.92028356e+00,9.00108307e+00
1.16606012e-07,7.01120683e+00,8.26432264e+00,7.72038543e+00,8.81120683e+00
1.16611580e-07,6.82171753e+00,8.17174880e+00,7.52087425e+00,8.62171753e+00
